Externe Nr;Kurzname;X-Koordinate;Y-Koordinate;Z-Koordinate;Langname;Übersetzung
107417;MTHG;10,626865720;48,045565680;;Türkheim DB-Gr;
339416;MTHU;12,163005240;47,838021930;;Thansau;
203695;MTL;10,908203470;48,961128560;;Treuchtlingen;
200378;MTLG;12,589052030;48,211845100;;Tüßling;
143909;RP;8,526087900;49,452662590;;Pfingstberg;
140889;RPB;8,453277017;49,231980660;;Philippsbg (Bad);
104126;RQB;7,636723060;47,564670790;;Basel Bad Bf LGr;
104135;RQBA;7,604739270;47,586204970;;Basel Bad R 4405;
104128;RQER;8,433234890;47,662708040;;Erzingen LGr;
104133;RQHO;;;;Hirschhorn LGr;
104410;RQK;9,177722060;47,655216750;;Konstanz 4000;
104411;RQKR;9,177959750;47,655327930;;Konstanz 4322;
104113;RQL;;;;Ludwigshf(Rh)LGr;
104118;RQLC;;;;Laudenbach LGr;
104699;RQLM;;;;Ludwigshaf 3401;
104107;RQMA;;;;Maximilian LGr;
104130;RQMW;;;;Ma-Waldhof LGr;
104132;RQNM;;;;Neckargemünd LGr;
104108;RQRH;;;;Rheinsheim BW/RP;
104134;RQRI;7,657822740;47,595779830;;Riehen(b Bas)LGr;
104129;RQTG;8,728284350;47,746497440;;Thayngen CH/BW;
104127;RQW;7,605528330;47,584940780;;Weil(Rhein)LGr;
104131;RQWE;;;;Weinheim BW/HE;
142885;RR;8,007225029;48,592711890;;Renchen;
142455;RRA;8,215681641;48,860619090;;Rastatt;
660647;RRAB;;;;Rastatt Beinle;
882035;RRAG;8,217423200;48,857474580;;Rastatt DB/AVG;
42309;RRAI;8,188452190;48,839516370;;Ind-Stammgl Rast;
199646;RRAM;;;;Ra Daimler-Benz;
684944;RRAS;8,214799580;48,823954190;;Rastatt-Süd;
615385;RRAW;8,560092960;48,058233300;;Rammelswiesen;
141630;RRB;9,291137469;49,624745570;;Rippberg;
143149;RRBH;8,139542072;48,495321250;;Ramsbach-Höfle;
143131;RRBI;8,145283145;48,488651390;;Ramsbach Birkhof;
146837;RRE;8,503915890;49,476770640;;Rennplatz;
144626;RRH;7,784636493;47,556922060;;Rheinfelden (Ba);
140871;RRHH;8,415904547;49,229140010;;Rheinsheim;
141705;RRHM;8,778536380;49,353416710;;Reilsheim;
261545;NEZ;12,098236300;49,628810580;;Etzenricht;
221887;NF;10,990072380;49,469862320;;Fürth (Bay) Hbf;
909288;NF  G;11,002537790;49,467005220;;Fürth (Bay) Gbf;
224857;NFBB;10,923539930;49,491064120;;Fürth-Burgfbach;
226548;NFCH;9,437438989;49,787220010;;Faulbach;
227637;NFDB;10,970306870;49,460377510;;Fürth-Dambach;
220269;NFDF;11,349909510;50,393478400;;Förtschendorf;
222224;NFH;11,221697310;49,591892780;;Forth;
222018;NFIH;11,174138270;49,413278100;;Fischbach (Nür);
607770;NFIN;11,168503761;49,415887218;;Nokia;
226506;NFM;9,318109862;49,743838510;;Freudenberg;
221325;NFO;11,069843420;49,717047580;;Forchheim (Ofr);
260265;NFOE;11,910446400;50,207481810;;Förbau;
251389;SHR;6,798396406;49,878106830;;Hetzerath;
252726;SHS;7,510878530;49,798737740;;Hochstetten/Nahe;
254698;SHSS;7,171317225;49,263294460;;Hassel (Saar);
192559;SHST;7,829208719;49,763143360;;Hochstätten/Pf;
251595;SHT;6,584883381;49,967535080;;Hüttingen;
196931;SHW;7,773123274;49,203077210;;H'weidenthal Ost;
197020;SHWP;7,747693209;49,201550520;;H'weidenthal Hp;
911756;AHOSS;;;;Hmb H Schaar Süd;
69914;AHOT;9,645219249;53,804295040;;Horst in Holst;
11957;AHPF;9,310824893;53,623217620;;Himmelpforten;
911757;AHROF;10,065010000;53,531320000;;Hmb-Roth Tk;
911018;AHROO;;;;Hmb-Roth Ro;
911758;AHROP;10,044180000;53,538270000;;Hmb-Roth Rop;
11247;AHSF;10,056475250;53,564755630;;Hasselbrook;
16451;AHSG;10,823414600;54,138988970;;Hasselburg;
14431;AHWT;9,653450225;54,086723960;;Hohenwestedt;
11478;AHZ;11,038371910;53,139203890;;Hitzacker;
14902;AHZH;9,484189573;53,783565590;;Herzhorn;
14951;AIZ;9,510251057;53,923951130;;Itzehoe;
14209;AJ;9,403762783;54,559674470;;Jübek;
330308;LKMR;;;;Klostermf Rands;
347880;LKMU;11,507259730;51,584206280;;Uspw Klostermfd;
235960;LKNF;12,271432250;51,245442760;;Knautnaundorf;
233981;LKNZ;12,461025430;51,490573470;;Krensitz;
241760;LKO;11,779819260;51,674119400;;Könnern;
243220;LKRE;;;;Krahne;
241513;LKRF;11,171464920;51,977611232;;Krottorf;
230227;LKRP;11,854976960;51,289385090;;Krumpa;
236414;LKRS;12,278927800;51,317195260;;Karlsruher Str;
236828;LKTU;12,123856700;51,304512640;;Kötzschau;
881771;LKUG;11,735200882;52,950977954;;Krüden DB-Grenze;
234823;LKUH;12,832959070;51,349380450;;Kühren;
233965;LKYA;12,265946360;51,511087630;;Kyhna;
191643;LKZU;11,766357422;51,692032524;;Diamant-Zuckfabr;
913322;LL  N;12,399212940;51,371313190;;Leipzig Nordkopf;
913323;LL  P;12,385114210;51,354150130;;Lpz Petzscher M;
912320;LL  T;12,379818310;51,345216370;;Lpz Hbf (tief);
235168;LL  V;12,397641770;51,350269900;;Lpz-Volkmarsdorf;
234567;LLA;12,293697190;51,389852300;;Lpz-Lützschena;
244459;LLAG;10,979399760;51,860737790;;Langenstein;
235432;LLAN;12,425982400;51,335074100;;Leipzig-Anger;
233940;LLAS;12,171921330;51,504396420;;Landsberg Süd;
230359;LLAU;11,872447160;51,389257760;;Bad Lauchstädt;
230367;LLAW;11,846265793;51,393341668;;Bad Lauchst West;
235465;LLB;12,381089320;51,330087980;;Leipzig Bayer Bf;
231787;LLBB;12,390386180;51,353730040;;Lpz Berliner Str;
231514;LLBG;12,166111350;51,532506550;;Landsberg;
849943;LLBR;12,307991982;51,321946350;;Brünner Straße;
241141;LLBS;11,935655790;52,019874100;;Lübs (b Magdeb);
235499;LLC;12,385702470;51,299995660;;Lpz-Connewitz;
108411;LLC Y;12,390438850;51,307134170;;Lpz-Connew Strw;
235945;LLEL;12,305245399;51,354061715;;Leipzig-Leutzsch;
236752;LLG;12,374538050;51,362861510;;Leipzig-Gohlis;
104176;DQGT;13,468744755;51,424099136;;Gröditz LGr;
52928;FFNW;9,359417062;51,380343240;;Fürstenwald;
131607;HRIT;9,829244614;52,273619691;;Ritterkamp;
200618;MTMA;12,047667890;48,266509240;;Thann-Matzbach;
201145;MTO;12,834444840;47,849403290;;Teisendorf;
20735;MTPF;10,694126970;48,679196090;;Tapfheim;
202119;MTR;11,663109130;48,125959960;;Mü-Trudering;
201228;MTRD;12,639877080;47,838373860;;Traundorf;
200949;MTRT;12,589870190;47,965049650;;Traunreut;
201178;MTS;12,638636660;47,869803800;;Traunstein;
201376;MTSB;12,555463950;48,024602520;;Trostberg;
108975;MTSK;12,633762090;47,875252860;;Traunst Klinikum;
202499;MTU;11,609036550;48,051123380;;Taufkirchen;
202192;MTUL;12,059537970;48,082932460;;Tulling;
203109;MTZ;11,272726470;47,906790430;;Tutzing;
201269;MUA;12,697819430;47,922969030;;Unteraschau;
205310;MUAG;11,030471130;47,617244680;;Unterammergau;
203026;MUF;11,158486640;47,721012030;;Uffing a Staffel;
202283;MUFG;11,646860570;48,190249460;;Unterföhring;
271171;WHK;11,614855300;53,960000920;;Hagebök;
273318;WHL;11,215790790;53,413260930;;Hagenow Land;
850404;WHLG;11,208339930;53,410056270;;Hagenow DB-Gr;
273524;WHO;11,364963510;53,554943280;;Holthusen;
273698;WHOL;11,065828110;53,734682740;;Holdorf(Meckl);
271148;WHOR;11,535411430;53,906849680;;Hornstorf;
104031;LQOE;10,961523056;52,435868257;;Oebisfelde 6107;
104046;LQOES;10,962209702;52,435554296;;Oebisfelde 6399;
104077;LQPG;12,225379944;51,145927471;;Pegau SN/ST;
104079;LQPR;12,293490000;51,561090000;;Petersroda ST/SN;
104073;LQRB;12,428970337;51,077429695;;Regis-Breit LGr;
104197;LQRW;12,175447941;52,590515507;;Rathenow BB/ST;
104045;LQSB;10,634765625;51,949581860;;Stapelburg ST/NI;
104192;LQSW;10,956974030;52,866331863;;Salzwedel ST/NI;
104153;LQWU;12,297306061;52,393358572;;Wusterwitz BB/ST;
104180;LQWZ;11,989130974;50,991859651;;Wetterzeube LGr;
104036;LQZD;13,074073792;51,878822396;;Zellendorf BB/ST;
237206;LR;12,237073400;51,884299000;;Roßlau (Elbe);
231449;LRA;12,503927600;51,754581010;;Radis;
349746;LRAD;11,324844360;52,812204345;;Rademin;
616417;LRAI;12,274774590;51,913094990;;Roßlau Abzw Ai;
616656;LRAW;12,280797560;51,908663750;;Roßlau Aw | Bft;
235614;LRB;12,426301520;51,082934530;;Regis-Breitingen;
243212;LRC;;;;Reckahn;
243394;LRCR;;;;Reckahn Awanst;
233916;LRE;12,134339200;51,503194980;;Reußen;
236059;LREU;12,186938130;51,108827790;;Reuden(Kr Zeitz);
234112;LRF;13,153235940;51,579680000;;Rehfeld(Fak/Els);
238352;LRG;12,238383293;51,889828802;;Roßlau(Elbe) Gbf;
911280;LRG O;12,240872383;51,893801572;;Roßlau Gbf Ost;
231654;LRH;12,270646050;51,708828050;;Raguhn;
107138;LRHU;12,272500992;51,705125815;;Raguhn Üst;
240507;LRI;11,123638690;52,408930510;;Rätzlingen;
881763;LRIG;11,200175285;52,852430538;;Ritze DB-Grenze;
384800;LRIK;12,679027319;52,590701265;;Ribbeck;
231746;LRK;12,375083170;51,440282840;;Rackwitz (b Lpz);
236786;LRMF;12,282520670;51,341794170;;Lpz-Rückmarsdorf;
230508;LRN;11,668523940;51,462561330;;Röblingen am See;
107621;LRNG;11,673776010;51,461460510;;Röblingen DB-Gr;
231100;LRO;11,982552070;51,446847760;;Rosengarten;
237172;LROD;12,204551650;51,901820960;;Rodleben;
231498;LROI;12,263215300;51,570687830;;Roitzsch;
730135;LRTB;10,775613785;51,838561840;;Rautenbach;
240697;LRW;12,355327606;52,599450564;;Rathenow;
107050;LRWA;;;;Roßlau Stw Rwa;
108196;LRWD;12,367840500;52,601611470;;Rathenow DB-Gr;
240622;LS;11,854726570;52,594666430;;Stendal;
909619;LS  G;11,823005676;52,591473620;;Stendal Gbf;
109279;LS  V;11,873645782;52,595879367;;Stendal Vor Bft;
241356;LSAD;11,864771720;51,870780060;;Sachsendorf(Cal);
241299;LSB;11,733726600;52,018430540;;Schönebeck(Elbe);
261883;NFR;12,019489460;49,401527430;;Freihöls;
221655;NFRA;10,965749100;49,563794430;;Frauenaurach;
261586;NFRE;11,902887240;49,627203170;;Freihung;
266924;NFRS;11,871945520;49,636333740;;Vilseck Freihun;
223362;NFT;11,204200320;49,381900050;;Feucht;
223370;NFTM;11,260975930;49,387883190;;Feucht-Moosbach;
853457;NFTO;11,220433280;49,376064950;;Feucht Ost;
264705;NFU;13,300012530;48,987643600;;Frauenau;
362509;NFUA;10,954871178;49,475430555;;Fürth-UntfürbgA;
221861;NFUB;10,967178000;49,483183460;;Fürth-Untfarrnb;
224840;NFUF;10,956842150;49,475040930;;Fürth-Untfürberg;
262675;NFW;12,839492560;49,309862760;;Furth i Wald;
227629;NFWS;10,971546340;49,469113190;;Fürth Westvorst;
260224;NFZ;11,934060200;50,364320300;;Feilitzsch;
225599;NG;9,736198487;50,117838970;;Gräfendorf;
224212;NGAE;10,360706030;50,019016790;;Gädheim;
261636;NGAH;11,717307550;49,540575230;;Großalbershof;
911788;DR  V;13,279447854;51,304483419;;Riesa Stw 4;
62778;DRA;13,315172195;51,322325176;;Röderau Bogendr;
61937;DRAG;13,912549190;51,111772800;;Radeberg;
214981;HROE;8,516923594;52,239264700;;Bieren-Rödinghsn;
137364;HROR;9,232257234;52,696124010;;Rohrsen/Nienburg;
139196;HROS;9,826884270;52,170825996;;Rössing;
131912;HROT;10,524042710;52,415556630;;Rötgesbüttel;
212134;HRST;8,191071998;53,244611470;;Rastede;
137745;HRTH;8,753929435;53,183597270;;Ritterhude;
135020;HRTN;9,819951091;52,285090460;;Rethen (Leine);
133413;HRUE;10,510318790;52,225793700;;Rüningen;
392894;HRWA;7,290039740;52,758053400;;Meppen RWE;
215426;HRWE;8,464675710;52,618309490;;Rehden-Wetschen;
135608;HS;9,594429268;52,391682150;;Seelze;
216655;HSAB;8,014791986;53,507402820;;Sanderbusch;
212456;HSAK;8,254843121;53,055000180;;Sandkrug;
210716;HSAL;7,350833811;52,323025230;;Salzbergen;
212191;HSAN;8,031658859;53,490475890;;Sande;
133116;HSB;10,372328240;52,049802780;;Salzgitter-Bad;
106954;HSBG;;;;Salzg-Bad DB-Gr;
130872;HSC;10,399813710;51,624148780;;Scharzfeld;
138297;HSCB;8,578938197;53,084700300;;Schierbrok;
75564;BBKN;13,537266700;52,524624090;;Biesdf Kr Nord;
31641;BBKR;14,165089980;52,357198340;;Berkenbrück;
32474;BBLU;13,611775300;52,605254940;;Blumberg(b Bln);
43034;BBLW;13,402884920;51,518366570;;Bad Liebenwerda;
42689;BBO;14,112370070;51,581801790;;Bahnsdorf;
912286;BBOD;13,276741505;52,714959601;;Borgsdorf     Bk;
308841;BBOF;13,398349610;52,555605000;;Bln Bornholm Str;
40071;BBRA;13,721565910;52,029812450;;Brand;
35337;BBRI;12,999961430;52,582912700;;Brieselang;
34082;BBRK;12,758561300;52,186861450;;Brück (Mark);
33282;BBRN;13,593095980;52,675971010;;Bernau (b Bln);
43521;BBRS;13,596140450;51,701064160;;Brenitz-Sonnew;
157008;KDDP;6,793787570;51,255743680;;D-Derendorf Dp;
81224;KDE;6,851973576;51,202661790;;Düsseldorf-Eller;
250258;KDEA;7,041764919;50,529833440;;Dernau;
195834;KDEB;7,784093018;50,456334020;;Dernbach/Westerw;
154245;KDEK;6,816695578;50,704989320;;Weilersw-Derkum;
85456;KDEM;6,838555550;51,202068620;;D-Eller Mitte;
81083;KDES;6,836309436;51,198022700;;D-Eller Süd;
156539;KDF;6,765984259;51,277661100;;D Flughafen Term;
910829;KDF A;;;;D Flughf W 884;
399048;KDFF;6,786953689;51,291567810;;D Flughafen;
910105;KDFFH;6,786626925;51,291572880;;D Flughafen   Hp;
83295;KDFL;6,809988821;51,226216790;;D-Flingern;
83287;KDFS;6,789273466;51,212192570;;D-Friedrichstadt;
81166;KDGA;6,898184057;51,143143730;;D-Garath;
80937;KDGE;6,864871186;51,220352490;;D-Gerresheim;
852848;KDGG;6,872483290;51,223872900;;D-Gerresh DB-Gr;
81315;KDGR;6,819592880;51,230093180;;D-Grafenberg;
80986;KDH;;;;D Hafen;
83253;KDHA;6,740482059;51,210733690;;Düsseldorf-Hamm;
81596;KDHL;6,908051113;51,133222920;;D-Hellerhof;
83949;KDI;7,542251277;50,985362920;;Dieringhausen;
81109;KDL;6,808493150;51,218781110;;Strw 2410/2411;
910630;KDN G;;;;Düren Vorbf;
911172;KDN P;;;;Düren Pbf;
153080;KDO;6,814398812;51,099825550;;Dormagen;
157131;KDOA;6,809702480;51,227749320;;Dora;
81018;KDOB;6,808950626;51,208067840;;D-Oberbilk;
80879;KDOH;;;;Dornap-Hahnenf;
643700;KDOS;6,626103392;50,882510870;;Dorsfeld;
81273;KDR;6,821295125;51,264173820;;Düsseldorf-Rath;
133017;KDRA;6,864252070;51,179376260;;D-Reisholz Abzw;
910526;KDREF;;;;D-Reisholz Rgf;
910527;KDREN;;;;D-Reisholz Rn;
87114;KDRH;6,860470329;51,181278020;;D-Reisholz Hp;
81117;KDRM;6,808190759;51,261162360;;D-Rath Mitte;
81042;KDU;6,788605614;51,276831090;;D-Unterrath;
911134;KDU K;;;;D Karthäuser Weg;
241281;LSB G;11,724089210;52,024057860;;Schöneb (E) Gbf;
242370;LSBE;11,722932200;51,997916360;;Schb-Salzelmen;
241315;LSBF;11,757442290;52,000405780;;Schb-Felgeleben;
191627;LSBG;12,582092285;51,458419190;;Schanzberg;
241307;LSBO;11,706784190;52,034129560;;Schöneb-Frohse;
231175;LSBR;11,986945880;51,490361490;;Steintorbrücke;
242362;LSBS;11,737940360;52,007121770;;Schönebeck Süd;
106849;LSBT;11,544387050;51,205889990;;Saubachtal;
244889;LSBU;10,671789470;51,900460090;;Stapelburg;
234542;LSD;12,222625980;51,402396990;;Schkeuditz;
913404;LSD U;12,240015820;51,404724850;;Schkeuditz Ügl;
329144;LSDW;12,195534260;51,402944920;;Schkeuditz West;
241331;LSEE;11,803350449;51,949740566;;Seehof Abzw;
108135;LSEG;11,808242798;51,944793960;;Seehof DB-Gr;
231829;LSEH;12,424078620;51,345316200;;Sellerhausen;
329037;LSEL;12,353794420;51,369768230;;Lpz Olbrichtstr;
165845;UGG;10,556071750;51,144439010;;Großengottern;
160143;UGH;11,657737180;51,106164950;;Großheringen;
850644;UGHG;11,652781963;51,105414944;;Großhering DB-Gr;
909723;UGHO;11,679754257;51,108924540;;Großheringen Gho;
909724;UGHS;11,671578884;51,101035997;;Großheringen Ghs;
167023;UGKB;12,125816345;50,856432547;;Gera-Gessental;
164475;UGL;10,828418750;51,389682450;;Glückauf;
166975;UGLB;12,047733020;50,916488070;;Gera-Langenberg;
167130;UGLW;12,082343410;50,839733170;;Gera-Liebschwitz;
162164;UGM;10,450775080;50,532697950;;Grimmenthal;
164418;UGN;10,941410480;51,229298450;;Greußen;
61267;DTB;14,480371670;51,042260510;;Taubenheim;
62737;DTFN;13,413831050;51,390495600;;Tiefenau;
63438;DTH;13,591942080;50,982919040;;Tharandt;
100745;DTN;;;;Tanna;
62216;DTR;13,703906080;51,089966410;;Dre-Trachau;
66860;DTRE;12,301221270;50,547647790;;Treuen;
60590;DUD;14,220083190;50,955621450;;Ulbersdorf;
100744;DUK;;;;Unterkoskau;
66779;DVO;12,426476760;50,634010820;;Voigtsgrün;
63206;DWA;13,014102180;51,075282060;;Waldheim;
64253;DWAB;13,064046510;50,668509080;;Warmbad;
911789;DWBN;12,376871109;50,708715931;;Werdau Bgdr Nmsp;
911791;DWBW;12,374382019;50,715400924;;Werdau Bgdr Wdsp;
911790;DWBZ;12,385025024;50,710455208;;Werdau Bgdr Zwsp;
66324;DWD;12,756533770;50,805498130;;Wüstenbrand;
62471;DWE;13,570571920;51,167498530;;Weinböhla;
61044;DWEI;14,151784610;51,111184440;;Weickersdorf;
62653;DWES;13,027979430;51,137366870;;Westewitz-Hochw;
655365;DWEW;13,561469210;51,159182530;;Weinböhla Hp;
64469;DWF;12,964317430;50,546209710;;Walthersdorf (E);
60103;DWH;14,032373920;50,953759470;;Stadt Wehlen;
66522;DWI;12,513153790;50,675446400;;Wilkau-Haßlau;
61788;DWID;14,039323050;51,392812550;;Wiednitz;
64279;DWIE;13,045122770;50,619116100;;Therm Wiesenbad;
62299;DWIG;13,421953220;51,287670720;;Weißig (b Groß);
65300;DWIM;12,869735060;50,874409940;;Wittgensdf Mitte;
65268;DWIO;12,841355470;50,882984070;;Wittgensdorf ob;
873653;DWIS;13,023384130;50,610444220;;Wiesa (Erzgeb);
64196;DWIT;13,088521830;50,775250010;;Witzschdorf;
64204;DWK;13,090660420;50,763031300;;Waldkirchen (E);
64238;DWL;13,056469260;50,724602240;;Wilischthal;
66993;DWND;12,371523500;50,743627700;;Werdau Nord;
64261;DWO;13,065342140;50,652683120;;Wolkenstein;
67009;DWR;12,366963550;50,725537530;;Werdau;
67215;DWS;12,060391903;50,448247764;;Weischlitz;
66548;DWSB;12,566754310;50,652600700;;Wiesenburg (S);
60319;DWSN;13,862859270;50,936362590;;Weesenstein;
61291;DWT;14,392074930;51,093085880;;Wilthen;
62745;DWU;13,389057470;51,368875470;;Wülknitz;
61960;DWX;13,806624700;51,150433050;;Weixdorf;
200006;MXS;13,039898250;48,263000950;;Simbach (Inn) Gr;
908639;MXSZ;12,990559310;47,832720380;;Salzburg Grenze;
23176;MZHP;10,418172910;47,665826870;;Zollhs-Petersth;
202069;MZO;11,832966800;48,089336430;;Zorneding;
223404;NAD;11,353417710;49,390082510;;Altdorf (b Nür);
224931;NADM;10,687140680;49,474773210;;Adelsdf/Mittelfr;
229146;NADW;11,341491610;49,391148970;;Altdorf West;
227736;NAEG;11,029050220;49,464065280;;Fürth Gbf AEG;
233999;LKF;12,540791950;51,476257260;;Kämmereiforst;
240176;LKIM;12,421914740;52,375479140;;Kirchmöser;
237446;LKK;12,371766030;51,894514720;;Klieken;
234070;LKLI;12,900695801;51,528557195;;Klitzschen;
233957;LKLM;12,228495270;51,508274700;;Klitschmar;
242321;LKM;11,491892450;51,574681460;;Klostermansfeld;
845032;HHOHA;;;;Holthausen;
135145;HHOL;9,653231320;52,271970520;;Holtensen/Linder;
138602;HHOY;8,598733880;53,069761590;;Hoykenkamp;
132886;HHRD;9,826545183;51,658919990;;Hardegsen;
872481;HHRG;8,019055630;52,256132870;;Hörne DB-Gr;
211888;HHRN;8,021238537;52,256922700;;Hörne;
134981;HHRS;9,965643919;52,206354500;;Harsum;
210245;HHSB;7,953416320;52,241682610;;Hasbergen/Osnabr;
134320;HHSO;9,242093034;52,167287260;;Hess Oldendorf;
139097;HHSW;9,967912060;52,559002150;;Hasenwechsel;
633743;HHT;9,895806313;52,374446403;;Harst;
118414;HHTA;9,883961678;52,159928024;;Himmelsthür Abzw;
130898;HHTF;10,236678480;51,646001120;;Hattorf;
211599;HHTL;7,591758545;52,295665750;;Hörstel;
137059;HHTM;9,311284025;52,991920780;;Holtum;
138313;HHUD;8,460363213;53,109483160;;Hude;
212472;HHUL;8,266464989;52,990755220;;Huntlosen;
138388;HHWD;8,472554122;53,278616010;;Hammelwarden;
133272;HHX;9,395034697;51,777204620;;Höxter;
133389;HHXR;9,381923347;51,772523070;;Höxter Rathaus;
135533;HHZ;9,711302519;52,394785824;;Han-Hainholz;
215004;HHZH;8,545996092;52,289136930;;Holzhsn-Heddhsn;
133306;HHZM;9,453600340;51,820039140;;Holzminden;
211623;HI;7,721512560;52,276859300;;Ibbenbüren;
136911;HIHG;9,803246728;52,485813920;;Isernhagen;
210898;HIHV;7,447023777;53,164723730;;Ihrhove;
130286;HIMS;10,083973920;52,391309610;;Immensen-Arpke;
216697;HJ;7,893073161;53,568782440;;Jever;
212159;HJAD;8,183239150;53,338532760;;Jaderberg;
139485;HJD;9,806710924;51,454413220;;Jühnde;
130609;HK;9,967394405;51,850970470;;Kreiensen | Bf;
103445;HKAN;;;;Kanalbrücke;
130914;HKAT;10,099726100;51,686133730;;Katlenburg;
136879;HKAW;9,736436394;52,479689930;;Langenh-Kaltw;
389536;HKBA;9,910154970;51,574032820;;Königsbühl;
517151;HKBS;;;;Kohlenbissen;
135228;HKDF;9,491940561;52,289876880;;Kirchdorf/Deist.;
212282;HKHF;8,061550078;53,172425430;;Kayhauserfeld;
135731;HKHN;9,119548575;52,307780220;;Kirchhorsten;
101011;HKHW;8,475198673;53,305862850;;Kirchhammelward;
210500;HKI;8,847161577;52,983655450;;Kirchweyhe;
135467;HKL;9,791986486;52,373758660;;Han-Kleefeld;
211755;HKLG;8,643825846;52,196743190;;Kirchlengern;
131680;HKNE;10,690309620;52,677785250;;Knesebeck;
214791;HKOE;;;;Kloster Oesede;
132324;HKOL;10,812512780;52,257165600;;Königslutter;
132233;HKRF;9,446059833;51,646106400;;Bad Karlshafen;
138461;HKSI;8,476104326;53,444730240;;Kleinensiel;
136267;HKSU;10,494403320;52,933837020;;Klein Süstedt;
139139;HKUR;9,667239189;52,396239217;;Kurve;
238881;HKWA;9,809009121;52,374369590;;Han K-Wiechert-A;
135897;HL;8,713379321;52,196677870;;Löhne(Westf) Pbf;
910181;HL  G;;;;Löhne(Westf) Gbf;
137182;HLAD;9,009769093;52,368131750;;Petershag-Lahde;
64568;DRAS;12,841730390;50,533913710;;Raschau;
108818;DRB B;13,680137500;51,098269190;;Radebl Ost Bstg;
60095;DRAT;14,076379220;50,956427260;;Kurort Rathen;
63941;DRAU;13,202804610;50,730462890;;Lengef-Rauen;
62224;DRB;13,679017750;51,098701200;;Radebeul Ost;
90928;DRBA;13,598670959;51,111201256;;Radeb-Naundf Abz;
807644;DRBD;13,618583679;51,110716284;;Radebeul Nord;
108194;DRBK;13,628691050;51,107702490;;Radebeul-Kötzsch;
908667;AEL W;9,656875134;53,759088723;;Elmshorn West;
70219;AERI;10,007858276;53,541965038;;Ericus;
13540;AEU;10,609786740;54,135573300;;Eutin;
14274;AF;9,436396543;54,774285470;;Flensburg;
15503;AFD;9,079093718;54,378162780;;Friedrichstadt;
331025;AFEB;9,947428399;54,309840340;;Felde-Brandsbek;
873992;AFIB;9,819479065;53,474775180;;Fischbek;
13409;AFK;10,253188580;53,943909550;;Fahrenkrug;
13367;AFN;10,390791980;53,842024480;;Fresenburg;
17046;AFR;9,393691400;54,771911500;;Friedensweg;
10587;AFRD;10,341078960;53,527882470;;Friedrichsruh;
354266;AFS;9,446187690;54,764997550;;Flensburg Süd;
13011;AFT;10,063228320;54,243672690;;Flintbek;
14241;AFW;9,398020542;54,758469630;;Flensburg Weiche;
319434;AFWI;9,42035975;54,77251627;;Fl Wilhelminent;
15628;AGD;8,784507494;54,327110420;;Garding;
13896;AGF;9,978755668;54,409854460;;Gettorf;
11494;AGH;10,851897740;53,167857250;;Göhrde;
16493;AGHI;10,887224860;54,238927010;;Grüner Hirsch;
14464;AGK;9,468683160;54,119072200;;Gokels;
16527;AGOE;10,941815200;54,287607600;;Göhl;
16469;AGR;10,863786480;54,163989160;;Groß Schlamin;
16576;AGRO;11,081246450;54,366437020;;Großenbrode;
14910;AGST;9,428559327;53,788437010;;Glückstadt;
16857;AGUE;10,656744400;53,537876250;;Güster;
15586;AHA;8,962494034;54,361866510;;Harblek;
16428;AHAF;10,742496160;54,054126280;;Haffkrug;
11940;AHAM;9,367245246;53,612455580;;Hammah;
12195;AHAN;9,844670404;53,241608580;;Handeloh;
11346;AHAR;9,991421700;53,456217962;;Hmb-Harburg;
908657;AHARB;;;;Hmb-Harburg Bbf;
912305;AHARH;;;;Hmb-Harb Bbf Süd;
11387;AHB;9,978027635;53,465307040;;Hmb Unterelbe;
106854;AHBG;9,914454270;53,473357030;;Hmb-Hausbr DB-Gr;
70177;AHBI;10,112651930;53,507310500;;Hmb-Billwerder;
304360;AHBIA;10,096220000;53,515730000;;Billwerder-Moorf;
908658;AHBIU;;;;Hmb-Billwerd Ubf;
11858;AHBR;9,916781205;53,471733160;;Hmb-Hausbruch;
908391;AHBRM;;;;Hausbruch Mitte;
10793;AHBS;10,014767647;53,524033511;;Hamburg Süd;
108804;AHBT;10,031805038;53,558703627;;Hmb Bln Tor Üst;
106855;AHDG;10,011449310;53,518859480;;Hmb Süd DB-Gr;
15669;AHDT;9,020534710;54,535696290;;Hattstedt;
15305;AHE;9,088225073;54,151740800;;Hemmingstedt;
11973;AHEM;9,165825343;53,684085360;;Hemmoor;
11965;AHEN;9,227802610;53,638810760;;Hechthausen;
12187;AHES;9,869905281;53,284626360;;Holm-Seppensen;
15321;AHI;9,101110009;54,194232930;;Heide (Holst);
12310;AHIF;9,974480234;53,403519200;;Hittfeld;
15529;AHM;9,055016121;54,472305530;;Husum;
14472;AHNU;9,415198842;54,122800060;;Hademarschen;
11403;AHO;9,960990298;53,472278020;;Hmb U-elbe See;
911457;AHOD;9,322512540;54,015601140;;Hochdonn;
17061;AHOE;9,065065520;54,437239430;;Hörn;
11908;AHOG;9,576565675;53,508637510;;Horneburg;
10850;AHOR;10,064506531;53,562769352;;Horn;
11338;AHOS;;;;Hmb Hohe Schaar;
100131;EDAT;7,320562483;51,624041010;;Datteln;
100784;EDAU;7,549573989;51,484616080;;Do-Aplerbeck Süd;
100883;EDBA;7,431433832;51,477143820;;Dortmund-Barop;
103481;EDBG;6,715629823;51,473269490;;Du-Beeck Gbf;
